EmployeeNumber,Surname,GivenName,Gender,JobTitle,DepartmentName,StoreLocation,Division,Age,LengthService,AbsentHours,BusinessUnit
2268,Tucker,Minnie,F,Meat Cutter,Meats,New Westminster,Stores,33.44307264,6.314169407,33.81130611,Stores
2269,Weisz,Lisa,F,Customer Service Manager,Customer Service,Port Coquitlam,Stores,41.9017825,6.544205744,79.33622372,Stores
2270,Robinson,Andrew,M,Meat Cutter,Meats,Victoria,Stores,42.69614344,5.283717287,53.76593269,Stores
2271,Cook,Maude,F,Meat Cutter,Meats,Victoria,Stores,29.11514039,4.679469254,0,Stores
2272,William,Bonnie,F,Meat Cutter,Meats,Surrey,Stores,35.37398336,7.335032089,0,Stores
2273,Michie,Brittany,F,Baker,Bakery,Vancouver,Stores,44.8155757,5.721586303,102.1243481,Stores
2274,Jones,Helen,F,Produce Clerk,Produce,Burnaby,Stores,46.48454411,5.082914001,139.5149534,Stores
2275,Leon,Melanie,F,Meat Cutter,Meats,Victoria,Stores,39.36228942,4.123506041,42.93263481,Stores
2276,Cole,Theresa,F,Baker,Bakery,Vancouver,Stores,38.69185179,5.311376253,50.08330868,Stores
2277,Curtis,Benjamin,M,Meat Cutter,Meats,Vernon,Stores,49.66178774,1.567530155,99.6187943,Stores
2278,Olmo,Ruth,F,Meat Cutter,Meats,Nanaimo,Stores,42.08170824,6.087322375,62.1025147,Stores
2279,Williams,Velma,F,Meat Cutter,Meats,Victoria,Stores,44.67307822,2.580100304,88.78985668,Stores
2280,Klass,Emanuel,M,Meat Cutter,Meats,New Westminster,Stores,56.86717805,4.801087295,99.84998727,Stores
2281,Markel,Emma,F,Dairy Person,Dairy,Chilliwack,Stores,59.94902282,0.62262149,109.0643048,Stores
2282,Jimenez,Vivian,F,Meat Cutter,Meats,Nanaimo,Stores,34.0778634,3.909855595,0.506135647,Stores
2283,Flores,Carrie,F,Meat Cutter,Meats,Nanaimo,Stores,40.95722997,3.868092904,89.54654108,Stores
2284,Johnson,Edward,M,Dairy Person,Dairy,Prince George,Stores,26.55875428,3.243592482,15.09349378,Stores
2285,Frechette,Dorothy,F,Dairy Person,Dairy,Richmond,Stores,48.06678574,5.036899896,113.1029795,Stores
2286,Beck,Claire,F,Meat Cutter,Meats,New Westminster,Stores,49.27796903,4.522626726,128.1683207,Stores
2287,Terrazas,Tracey,F,Meat Cutter,Meats,Fort St John,Stores,38.85773105,2.982424983,26.05273587,Stores
2288,Dent,Carlos,M,Dairy Person,Dairy,Vancouver,Stores,46.32923557,5.727352187,56.5290949,Stores
2289,Torres,Willie,M,Meat Cutter,Meats,Victoria,Stores,33.37469491,3.814437236,0,Stores
2290,Record,Ernestine,F,Meat Cutter,Meats,Terrace,Stores,25.1118773,6.392528628,0,Stores
2291,Pagan,Kristen,F,Dairy Person,Dairy,Prince George,Stores,46.55655861,7.735090051,115.1942612,Stores
2292,Bonk,Beulah,F,Dairy Person,Dairy,Vancouver,Stores,39.57514152,3.558463438,63.57722237,Stores
2293,Allen,Jeanette,F,Baker,Bakery,Vancouver,Stores,37.59216688,3.063668281,40.92542987,Stores
2294,Barnett,Marcus,M,Baker,Bakery,Vancouver,Stores,33.76114925,6.618054368,17.64889653,Stores
2295,Hollier,Jane,F,Meat Cutter,Meats,Victoria,Stores,41.51408387,4.382027498,92.04145175,Stores
2296,Sparacino,Marian,F,Meat Cutter,Meats,Prince George,Stores,56.83050407,5.316834511,144.3203923,Stores
2297,Martinez,Callie,F,Meat Cutter,Meats,Port Coquitlam,Stores,46.82260306,4.019548963,98.48668514,Stores
2298,Gragg,Barbara,F,Produce Clerk,Produce,Burnaby,Stores,50.36904229,5.537663677,70.70001862,Stores
2299,Santos,Stanley,M,Meat Cutter,Meats,Victoria,Stores,38.43558076,6.887633975,11.74457846,Stores
2300,White,Robert,M,Meat Cutter,Meats,Victoria,Stores,36.80603793,3.694461482,37.48818403,Stores
2301,Leflore,Hubert,M,Dairy Person,Dairy,Vancouver,Stores,55.05005933,2.560232272,124.1602703,Stores
2302,Andrews,Lisa,F,Bakery Manager,Bakery,Nelson,Stores,27.0648756,5.767719098,0,Stores
2303,Weatherspoon,Winnie,F,Meat Cutter,Meats,New Westminster,Stores,41.90555654,6.781318128,64.78171224,Stores
2304,Carson,Eunice,F,Meat Cutter,Meats,Vernon,Stores,36.3384971,4.849256992,31.15985999,Stores
2305,Lambert,Charles,M,Baker,Bakery,Vancouver,Stores,43.05117935,5.211076279,70.81848811,Stores
2306,Berg,Lon,M,Meat Cutter,Meats,Kamloops,Stores,55.3797388,2.955880105,86.13703656,Stores
2307,Cabral,Alan,M,Dairy Person,Dairy,Langley,Stores,27.43358858,1.845676776,9.188300526,Stores
2308,Brown,William,M,Baker,Bakery,Vancouver,Stores,56.01572704,6.75756595,127.394742,Stores
2309,Cueva,Robert,M,Meat Cutter,Meats,Richmond,Stores,47.00302475,8.614835867,71.95646788,Stores
2310,Bigelow,Jackson,M,Meat Cutter,Meats,New Westminster,Stores,30.80635724,4.284584686,21.17988823,Stores
2311,Renner,Walter,M,Meat Cutter,Meats,Terrace,Stores,46.58800215,3.458544034,82.00916683,Stores
2312,Lemley,Rhonda,F,Meat Cutter,Meats,Nanaimo,Stores,48.90686616,3.85046191,135.3150332,Stores
2313,Corley,William,M,Meat Cutter,Meats,Victoria,Stores,56.52265759,3.831049076,102.773244,Stores
2314,Smith,Maria,F,Meat Cutter,Meats,New Westminster,Stores,42.34713125,2.458815522,93.58299245,Stores
2315,Raglin,Harriet,F,Meat Cutter,Meats,Victoria,Stores,50.13417805,4.794186033,69.90803109,Stores
2316,Jenkins,Robert,M,Meat Cutter,Meats,Kamloops,Stores,63.44175814,6.110754951,198.1381409,Stores
2317,Thomas,Melissa,F,Customer Service Manager,Customer Service,Williams Lake,Stores,46.07843264,3.987730842,50.04313692,Stores
2318,Adamson,Andrew,M,Baker,Bakery,Vancouver,Stores,32.69922401,4.775602411,0,Stores
2319,Kirkman,Christine,F,Processed Foods Manager,Processed Foods,Aldergrove,Stores,33.48960812,5.270897283,14.7440882,Stores
2320,Melendez,James,M,Meat Cutter,Meats,New Westminster,Stores,29.57298795,7.134039877,0,Stores
2321,Smith,Samuel,M,Meat Cutter,Meats,Kamloops,Stores,54.22325583,5.460759102,60.32643129,Stores
2322,Woods,Anya,F,Baker,Bakery,Vancouver,Stores,42.17936029,6.184630984,111.8142178,Stores
2323,Harrelson,Otis,M,Meat Cutter,Meats,Vernon,Stores,16.5316709,1.148303595,0,Stores
2324,White,Johnathan,M,Meat Cutter,Meats,New Westminster,Stores,36.93587394,5.483587221,0,Stores
2325,King,Doris,F,Dairy Person,Dairy,Valemount,Stores,54.33528346,5.747266233,126.7102398,Stores
2326,Smith,Andrew,M,Meat Cutter,Meats,Cranbrook,Stores,37.82650319,4.677210637,73.09059876,Stores
2327,Franklin,Terry,M,Meat Cutter,Meats,Kelowna,Stores,25.34095223,3.048447669,7.862801408,Stores
2328,Bateman,Stanley,M,Dairy Person,Dairy,Trail,Stores,43.83914569,2.925688465,66.41561599,Stores
2329,Brown,Lita,F,Meat Cutter,Meats,Cranbrook,Stores,38.70581059,3.319681985,84.70062646,Stores
2330,Button,Ronald,M,Baker,Bakery,Vancouver,Stores,24.34880773,1.853980255,0,Stores
2331,Pirkle,Frances,F,Meat Cutter,Meats,New Westminster,Stores,33.72159957,3.823164399,50.21630981,Stores
2332,Lacroix,Miriam,F,Dairy Person,Dairy,Chilliwack,Stores,46.48427297,8.674857135,49.02291366,Stores
2333,Hess,Darrel,M,Meat Cutter,Meats,Nanaimo,Stores,32.71501698,4.086659351,5.328738347,Stores
2334,Cotton,Irene,F,Processed Foods Manager,Processed Foods,North Vancouver,Stores,33.31348616,4.509081809,0,Stores
2335,Miller,Edward,M,Meat Cutter,Meats,Surrey,Stores,32.28345554,3.128087158,0,Stores
2336,Hale,Frank,M,Meat Cutter,Meats,Surrey,Stores,25.36509277,3.980766897,5.164341887,Stores
2337,Richardson,Francine,F,Meat Cutter,Meats,New Westminster,Stores,43.84127416,4.395360416,75.51336672,Stores
2338,Brown,Don,M,Meat Cutter,Meats,New Westminster,Stores,44.76252196,6.322122158,121.1115382,Stores
2339,Mancini,Edna,F,Meat Cutter,Meats,Kelowna,Stores,16.78877375,2.520337882,0,Stores
2340,Owens,James,M,Dairy Person,Dairy,Langley,Stores,50.0721783,5.259815535,78.71886464,Stores
2341,Parham,William,M,Meat Cutter,Meats,Prince George,Stores,38.48571406,5.374419795,28.66545705,Stores
2342,Goss,Amy,F,Meat Cutter,Meats,Nanaimo,Stores,53.13143671,3.743276342,102.5024472,Stores
2343,Goldberg,Timothy,M,Meat Cutter,Meats,Nanaimo,Stores,33.73448448,3.341892526,0,Stores
2344,Fischer,Alisha,F,Meat Cutter,Meats,Kelowna,Stores,42.36562565,2.170662977,80.89876075,Stores
2345,Blackwell,Michael,M,Meat Cutter,Meats,Kelowna,Stores,53.01771651,4.63010295,127.3163646,Stores
2346,Childs,Adrian,M,Dairy Person,Dairy,Vancouver,Stores,42.37667424,5.319926669,28.75617451,Stores
2347,Rider,Kenneth,M,Dairy Person,Dairy,Vancouver,Stores,52.15524388,3.470368719,124.1491468,Stores
2348,Barnett,Dana,F,Dairy Person,Dairy,Terrace,Stores,35.77471308,4.171387461,8.494146215,Stores
2349,Porter,Joyce,F,Meat Cutter,Meats,Surrey,Stores,44.0010203,4.501031549,67.43497395,Stores
2350,Dix,Marjorie,F,Meat Cutter,Meats,Port Coquitlam,Stores,45.12740158,3.266638218,79.40464916,Stores
2351,Ramirez,Cheryl,F,Produce Clerk,Produce,Burnaby,Stores,43.20320128,3.650553724,60.838027,Stores
2352,Leiva,Kim,F,Meat Cutter,Meats,Victoria,Stores,52.27819787,4.227595389,177.5081277,Stores
2353,Eudy,Michael,M,Dairy Person,Dairy,Fort St John,Stores,37.18015149,5.750827252,0,Stores
2354,Gutierrez,Anita,F,Meat Cutter,Meats,Nanaimo,Stores,31.05218593,2.096268918,10.39531094,Stores
2355,Thomas,Carolyn,F,Meat Cutter,Meats,Victoria,Stores,43.64133751,5.290857987,77.78410405,Stores
2356,Naranjo,Lorenzo,M,Meat Cutter,Meats,Victoria,Stores,38.11438009,4.959258113,10.13058747,Stores
2357,Johnson,Sandra,F,Meat Cutter,Meats,Victoria,Stores,19.57376118,7.181646622,0,Stores
2358,Baughn,Michael,M,Meat Cutter,Meats,New Westminster,Stores,51.9724179,3.665588178,71.32133711,Stores
2359,Young,Robert,M,Meat Cutter,Meats,Victoria,Stores,48.54521851,4.423226617,35.37735781,Stores
2360,Goodman,Dorothy,F,Meat Cutter,Meats,Nanaimo,Stores,36.6334234,4.200707068,25.03217665,Stores
2361,Lopez,Joy,F,Customer Service Manager,Customer Service,Aldergrove,Stores,63.48192751,3.286228121,194.6530974,Stores
2362,Hogan,Guillermo,M,Meat Cutter,Meats,Surrey,Stores,40.70504192,4.365757756,50.16281598,Stores
2363,Bergen,Joseph,M,Produce Clerk,Produce,Burnaby,Stores,41.82018794,4.592283312,20.51021197,Stores
2364,Boynton,Sherri,F,Meat Cutter,Meats,Trail,Stores,36.71512177,3.114322522,24.47078111,Stores
2365,Phillips,Cassandra,F,Meat Cutter,Meats,Trail,Stores,41.34163729,2.092233924,110.8983672,Stores
2366,Rosado,Mary,F,Dairy Person,Dairy,Vancouver,Stores,29.48386473,2.603607605,0,Stores
2367,Bowman,Paulette,F,Dairy Person,Dairy,Vancouver,Stores,48.91303081,4.629445723,132.0560976,Stores
2368,Mabe,Diane,F,Meat Cutter,Meats,Kelowna,Stores,40.19695518,2.750675856,43.99982612,Stores
2369,Phelps,Donald,M,Meat Cutter,Meats,Prince George,Stores,38.66949691,6.845442958,26.15767193,Stores
2370,Garrett,Stephanie,F,Meat Cutter,Meats,Port Coquitlam,Stores,40.96521125,4.595396901,68.68931283,Stores
2371,Vanwagenen,James,M,Dairy Person,Dairy,Vancouver,Stores,34.75591597,5.964331987,58.89528417,Stores
2372,Holmes,Gladys,F,Meat Cutter,Meats,Cranbrook,Stores,41.45050997,4.653862751,0,Stores
2373,Geist,Jennifer,F,Dairy Person,Dairy,Vancouver,Stores,44.28577271,4.591638586,39.02643188,Stores
2374,Rivera,Michael,M,Meat Cutter,Meats,Chilliwack,Stores,38.87828158,1.787990047,55.23630055,Stores
2375,Taylor,Charles,M,Meat Cutter,Meats,Victoria,Stores,37.97857406,4.295323179,52.46032746,Stores
2376,Leon,Courtney,F,Meat Cutter,Meats,Aldergrove,Stores,46.55931937,1.71009023,73.41098698,Stores
2377,Dunn,Marie,F,Meat Cutter,Meats,Squamish,Stores,27.29734519,2.785745342,34.12260208,Stores
2378,Anthony,Mary,F,Meat Cutter,Meats,Trail,Stores,43.14054939,4.561994201,84.71145991,Stores
2379,Poon,William,M,Customer Service Manager,Customer Service,North Vancouver,Stores,54.11208199,3.835056628,108.3750014,Stores
2380,Durrett,Anthony,M,Dairy Person,Dairy,Ocean Falls,Stores,45.81223612,4.406593377,76.1343984,Stores
2381,Ortiz,Debrah,F,Meat Cutter,Meats,New Westminster,Stores,62.71839721,5.264764801,206.0169876,Stores
2382,Sutton,Christena,F,Dairy Person,Dairy,Vancouver,Stores,41.78383301,5.330955912,40.9894174,Stores
2383,Yamaguchi,John,M,Meat Cutter,Meats,Victoria,Stores,53.74158432,5.387853812,91.49871379,Stores
2384,McElrath,Louella,F,Meat Cutter,Meats,Kelowna,Stores,28.42742657,7.786897086,0,Stores
2385,Rehm,Sherry,F,Meat Cutter,Meats,Victoria,Stores,18.3707418,4.644051119,0,Stores
2386,Johnson,Mary,F,Meat Cutter,Meats,New Westminster,Stores,18.94093931,4.863355102,0,Stores
2387,Brewer,Jenny,F,Meat Cutter,Meats,Nanaimo,Stores,44.28449188,3.99078245,122.5904415,Stores
2388,Johnson,Victoria,F,Meat Cutter,Meats,New Westminster,Stores,43.05655873,6.15702126,63.08759617,Stores
2389,Wilson,Jason,M,Meat Cutter,Meats,Victoria,Stores,36.22980432,3.725718988,3.850179713,Stores
2390,Mounce,Barbara,F,Meat Cutter,Meats,Langley,Stores,39.45656142,4.831480329,92.41546781,Stores
2391,Ford,Virginia,F,Meat Cutter,Meats,Victoria,Stores,48.96631006,4.898266664,52.10844834,Stores
2392,Wayman,Olive,F,Meat Cutter,Meats,New Westminster,Stores,65.19902005,5.781213388,222.6797766,Stores
2393,Smith,Jewell,F,Meat Cutter,Meats,Richmond,Stores,43.39935924,2.649267974,80.28581506,Stores
2394,Lopez,Barbara,F,Meat Cutter,Meats,New Westminster,Stores,54.45570531,2.349947484,136.7379033,Stores
2395,Young,Kathleen,F,Meat Cutter,Meats,Victoria,Stores,32.70916051,5.859896709,0,Stores
2396,Potts,Sarah,F,Meat Cutter,Meats,Cranbrook,Stores,22.32131367,4.706749828,0,Stores
2397,Carter,Thomas,M,Meat Cutter,Meats,Nanaimo,Stores,35.18989874,3.525257679,32.74981953,Stores
2398,Daugherty,Bruce,M,Meat Cutter,Meats,Burnaby,Stores,39.29223672,3.835271171,1.822070306,Stores
2399,Calhoun,David,M,Meat Cutter,Meats,Victoria,Stores,34.44132019,3.428121728,0,Stores
2400,Glover,Madeline,F,Meat Cutter,Meats,Kamloops,Stores,23.41139134,6.453361185,0,Stores
2401,Wood,William,M,Dairy Person,Dairy,Vancouver,Stores,46.87577048,5.012913451,59.71386281,Stores
2402,Pierce,Julio,M,Meat Cutter,Meats,Cranbrook,Stores,26.5586833,4.305447958,0,Stores
2403,Walden,Robert,M,Meat Cutter,Meats,Kamloops,Stores,33.00156563,5.328403258,29.09567889,Stores
2404,Lute,Mike,M,Meat Cutter,Meats,Cranbrook,Stores,49.25281256,3.441940869,64.6671247,Stores
2405,Lee,Bobby,M,Meat Cutter,Meats,Cranbrook,Stores,37.05691752,4.791856987,26.10126718,Stores
2406,Avans,Tamica,F,Meat Cutter,Meats,Kamloops,Stores,40.92133683,3.564493881,74.14855307,Stores
2407,Shelton,Alex,M,Meat Cutter,Meats,Nanaimo,Stores,52.03631594,4.504141454,103.7638111,Stores
2408,Jimenez,Leslie,M,Dairy Person,Dairy,Vancouver,Stores,40.59660782,2.589039118,22.74670944,Stores
2409,Park,Shirley,F,Dairy Person,Dairy,Vancouver,Stores,47.02796075,7.090166231,100.0915909,Stores
2410,Bright,Elizabeth,F,Produce Clerk,Produce,Burnaby,Stores,15.71803076,3.695451981,0,Stores
2411,Weiss,Tasha,F,Dairy Person,Dairy,West Vancouver,Stores,33.40302591,4.959506665,38.04654445,Stores
2412,White,Elvira,F,Dairy Person,Dairy,Terrace,Stores,61.0905047,3.076040372,196.4892331,Stores
2413,Shrewsbury,Marvin,M,Dairy Person,Dairy,Vancouver,Stores,42.32351345,5.354958552,22.51024729,Stores
2414,Martin,Rickey,M,Meat Cutter,Meats,Cranbrook,Stores,33.71778895,5.60076739,0,Stores
2415,Pike,Bill,M,Meat Cutter,Meats,Nanaimo,Stores,38.99556616,6.417756337,11.967001,Stores
2416,Sheppard,Tommy,M,Meat Cutter,Meats,Richmond,Stores,31.82982298,3.638553106,62.52163605,Stores
2417,Sanchez,Leta,F,Meat Cutter,Meats,Pitt Meadows,Stores,41.93051371,2.703356552,97.79442996,Stores
2418,Powell,Carlos,M,Meat Cutter,Meats,Abbotsford,Stores,53.06586353,2.779272467,88.5964429,Stores
2419,Leister,Doris,F,Dairy Person,Dairy,Fort St John,Stores,42.98158646,4.004550623,82.21069717,Stores
2420,Simons,William,M,Meat Cutter,Meats,Victoria,Stores,50.1897772,6.056223845,82.89449583,Stores
2421,Polk,Linda,F,Meat Cutter,Meats,Nanaimo,Stores,29.9663185,6.123293068,0,Stores
2422,Hodge,William,M,Produce Clerk,Produce,Burnaby,Stores,38.98214857,4.44361455,24.71116845,Stores
2423,Peltier,Ann,F,Dairy Person,Dairy,Vancouver,Stores,14.66011273,3.508877941,0,Stores
2424,Barnes,Donald,M,Meat Cutter,Meats,Kelowna,Stores,55.46015842,4.754893629,109.3747727,Stores
2425,Aucoin,Robin,F,Dairy Person,Dairy,Vancouver,Stores,35.30205314,5.729325784,12.9144765,Stores
2426,Taylor,Timothy,M,Meat Cutter,Meats,Victoria,Stores,57.41623853,2.122491884,86.99247005,Stores
2427,Arrington,Sandra,F,Dairy Person,Dairy,Vancouver,Stores,45.670498,4.141667037,105.1509084,Stores
2428,Shelor,Stephanie,F,Dairy Person,Dairy,Vancouver,Stores,53.84931419,5.762354655,152.8014639,Stores
2429,Neville,Ronald,M,Meat Cutter,Meats,Kelowna,Stores,19.56640447,1.890296283,0,Stores
2430,Dumont,Robert,M,Meat Cutter,Meats,New Westminster,Stores,47.36298801,3.825344918,90.51387035,Stores
2431,Tichenor,Wayne,M,Meat Cutter,Meats,Chilliwack,Stores,40.07762086,4.813417892,58.87250221,Stores
2432,Loftin,James,M,Meat Cutter,Meats,Cranbrook,Stores,46.93852675,5.821092133,135.8722271,Stores
2433,Land,Brad,M,Meat Cutter,Meats,Cranbrook,Stores,38.59808561,7.173634542,4.252795686,Stores
2434,Mann,Delores,F,Meat Cutter,Meats,Port Coquitlam,Stores,52.98397758,3.26190697,102.5851786,Stores
2435,Betancourt,Frederick,M,Meat Cutter,Meats,Kelowna,Stores,60.96245332,6.771241092,119.4110768,Stores
2436,Gilbert,Jerome,M,Meat Cutter,Meats,Surrey,Stores,29.1268861,4.137514059,0,Stores
2437,Springer,James,M,Dairy Person,Dairy,Langley,Stores,69.97142575,3.629951582,224.426736,Stores
2438,Leroy,Stephen,M,Meat Cutter,Meats,West Vancouver,Stores,34.53124097,4.24775651,0,Stores
2439,Thibodaux,Jon,M,Dairy Person,Dairy,Vancouver,Stores,50.28304951,2.443153481,118.8115223,Stores
2440,Morris,Danielle,F,Meat Cutter,Meats,Cranbrook,Stores,38.83111581,2.933198999,49.85762085,Stores
2441,Young,Freda,F,Meat Cutter,Meats,Kelowna,Stores,35.27030356,3.383449791,17.39617541,Stores
2442,Sturdivant,Howard,M,Meats Manager,Meats,Grand Forks,Stores,30.40369244,6.76271727,0,Stores
2443,Gomez,Francisco,M,Meat Cutter,Meats,Prince George,Stores,48.59094095,7.05795262,106.5923521,Stores
2444,Worden,John,M,Meat Cutter,Meats,Richmond,Stores,40.19492049,4.209131552,62.15569096,Stores
2445,Romero,Scott,M,Dairy Person,Dairy,Vancouver,Stores,26.57809159,4.573378302,0,Stores
2446,Harris,Lois,F,Dairy Person,Dairy,Vancouver,Stores,52.09529645,6.222004259,86.35361291,Stores
2447,Studley,Ben,M,Meat Cutter,Meats,Chilliwack,Stores,48.86967875,5.214125856,93.93722484,Stores
2448,Cooper,Charles,M,Meat Cutter,Meats,Squamish,Stores,34.02876816,5.718956037,0,Stores
2449,Waltz,Eileen,F,Meat Cutter,Meats,Richmond,Stores,54.51277924,6.289814922,114.206911,Stores
2450,Alonso,Christopher,M,Meat Cutter,Meats,Cranbrook,Stores,42.04584831,3.027659264,50.24628665,Stores
2451,Gonzales,Lee,M,Produce Clerk,Produce,Burnaby,Stores,34.70078547,6.558198657,32.92718162,Stores
2452,Triplett,Cheryl,F,Meat Cutter,Meats,New Westminster,Stores,47.02059216,4.967776557,114.6352878,Stores
2453,Smith,Janet,F,Produce Clerk,Produce,Pitt Meadows,Stores,31.08497307,6.562908786,0,Stores
2454,Soria,Mark,M,Meat Cutter,Meats,Quesnel,Stores,41.23497465,7.911594161,31.68723253,Stores
2455,Bernier,Ruth,F,Meat Cutter,Meats,North Vancouver,Stores,39.20275924,4.146256281,48.82608124,Stores
2456,Stott,Jennifer,F,Meat Cutter,Meats,Prince George,Stores,44.56246416,5.818511743,72.47544631,Stores
2457,West,Scott,M,Produce Clerk,Produce,Burnaby,Stores,54.60797633,3.572731821,127.7357751,Stores
2458,Currie,Joshua,M,Meat Cutter,Meats,Langley,Stores,44.33033537,3.357398761,105.6306681,Stores
2459,Jackson,Kenneth,M,Meat Cutter,Meats,Victoria,Stores,21.09554448,4.881879832,0,Stores
2460,Johnson,Ronald,M,Dairy Person,Dairy,Fort St John,Stores,36.03829516,5.334154228,21.72918034,Stores
2461,Weaver,David,M,Meat Cutter,Meats,Surrey,Stores,35.50469759,0.281693343,12.0490491,Stores
2462,Gary,Tristan,M,Meat Cutter,Meats,West Vancouver,Stores,24.46826391,5.093536496,0,Stores
2463,Carey,Pamela,F,Meat Cutter,Meats,Kelowna,Stores,26.76095443,8.839004783,0,Stores
2464,Richardson,Christin,F,Dairy Person,Dairy,Fort St John,Stores,38.84366156,4.071624796,6.224169925,Stores
2465,McMullen,Melvin,M,Dairy Person,Dairy,Haney,Stores,37.40344319,8.051758975,25.75855048,Stores
2466,Gonzalez,Gladys,F,Dairy Person,Dairy,Vancouver,Stores,33.49277044,5.215094317,35.97802199,Stores
2467,Barkley,Marie,F,Meat Cutter,Meats,Victoria,Stores,41.59085689,5.377995393,52.48797021,Stores
2468,Booth,Elinor,F,Meat Cutter,Meats,Richmond,Stores,37.94396213,6.325674166,27.12939376,Stores
2469,Dunbar,Amanda,F,Meat Cutter,Meats,Kelowna,Stores,38.94678587,1.061191357,56.55315512,Stores
2470,Smith,Roscoe,M,Meat Cutter,Meats,Victoria,Stores,40.48468313,5.18180415,43.60275744,Stores
2471,Olson,Thomas,M,Dairy Person,Dairy,Vancouver,Stores,18.98855173,3.815014412,0,Stores
2472,White,Robert,M,Dairy Person,Dairy,Vancouver,Stores,32.37899666,2.191704893,0,Stores
2473,Garden,Bridget,F,Meat Cutter,Meats,Victoria,Stores,50.81535067,3.611707023,116.5407271,Stores
2474,Garcia,Luis,M,Shelf Stocker,Processed Foods,Dawson Creek,Stores,45.11386846,4.448453398,45.67785346,Stores
2475,Cunningham,Gladys,F,Dairy Person,Dairy,Vancouver,Stores,25.43532337,2.863582623,33.92938914,Stores
2476,Day,Gwendolyn,F,Meat Cutter,Meats,Victoria,Stores,46.151007,5.505385089,95.24974675,Stores
2477,Oehler,Thomas,M,Dairy Person,Dairy,Vancouver,Stores,34.8310761,4.133267899,53.42515769,Stores
2478,Lindquist,Margaret,F,Meat Cutter,Meats,Burnaby,Stores,35.87737706,8.484805644,72.24784897,Stores
2479,Pfeifer,Maria,F,Meat Cutter,Meats,Abbotsford,Stores,37.32190708,4.435317817,48.96219855,Stores
2480,Cantrell,Jesse,M,Meat Cutter,Meats,Williams Lake,Stores,45.0050753,4.008363231,55.50535101,Stores
2481,Acosta,Douglas,M,Dairy Person,Dairy,Vancouver,Stores,45.74878589,5.973674687,34.76286615,Stores
2482,Lewis,James,M,Meat Cutter,Meats,North Vancouver,Stores,51.08552267,4.272939913,131.5737586,Stores
2483,Carlton,Maria,F,Meat Cutter,Meats,Victoria,Stores,54.79567506,5.004580347,145.6088084,Stores
2484,Cho,Shirley,F,Dairy Person,Dairy,West Vancouver,Stores,29.76410783,4.24189606,1.65880336,Stores
2485,Goss,James,M,Baker,Bakery,Burnaby,Stores,25.6254045,2.071793644,30.69249163,Stores
2486,Brown,Ophelia,F,Meat Cutter,Meats,Victoria,Stores,49.29992812,4.94006415,111.4839822,Stores
2487,Adan,Joseph,M,Baker,Bakery,Burnaby,Stores,36.36691048,2.218496065,0.303980077,Stores
2488,Trigg,Ernestina,F,Meat Cutter,Meats,Kamloops,Stores,25.74275786,2.976013562,0,Stores
2489,Osborne,Bobbi,F,Meat Cutter,Meats,Surrey,Stores,43.04505577,3.290665483,80.27278074,Stores
2490,Beasley,Neal,M,Dairy Person,Dairy,Quesnel,Stores,43.7462215,3.192632125,56.73197037,Stores
2491,Padilla,Jessica,F,Meat Cutter,Meats,Kelowna,Stores,33.45715381,6.632843455,18.61803783,Stores
2492,Walker,John,M,Meat Cutter,Meats,Chilliwack,Stores,56.34884381,4.570493385,147.6430299,Stores
2493,Arce,James,M,Meat Cutter,Meats,Kamloops,Stores,35.82328579,3.447912349,25.11015408,Stores
2494,Ingram,Angelina,F,Produce Clerk,Produce,Vernon,Stores,41.25320531,2.652803496,84.5789616,Stores
2495,Battle,Edith,F,Dairy Person,Dairy,Vancouver,Stores,52.87929289,4.839350075,134.1341857,Stores
2496,Feeney,Jessie,F,Meat Cutter,Meats,Nelson,Stores,62.15004127,4.689213885,197.0376731,Stores
2497,Deason,Jesus,M,Meat Cutter,Meats,Nanaimo,Stores,33.34756273,4.427255709,4.951835777,Stores
2498,Freeman,Timothy,M,Meat Cutter,Meats,Cranbrook,Stores,45.3295969,3.356056568,71.14981728,Stores
2499,Medina,Ella,F,Dairy Person,Dairy,Vancouver,Stores,48.68898087,3.193243434,69.72078952,Stores
2500,Skidmore,Shelley,F,Meat Cutter,Meats,Williams Lake,Stores,28.37606012,5.784596709,0,Stores
2501,Duke,Edna,F,Meat Cutter,Meats,Chilliwack,Stores,27.72635402,5.702352558,0,Stores
2502,Cruz,Alfredo,M,Dairy Person,Dairy,Vancouver,Stores,55.52445816,4.003482814,126.5030525,Stores
2503,Leblanc,Al,M,Meat Cutter,Meats,Victoria,Stores,47.89620729,5.733050486,78.88333526,Stores
2504,Chapman,Homer,M,Meat Cutter,Meats,Kelowna,Stores,44.28549074,6.291814328,75.19291454,Stores
2505,Smith,Lucinda,F,Meat Cutter,Meats,Prince George,Stores,38.90497802,4.583780868,54.08939347,Stores
2506,Green,Nichole,F,Meat Cutter,Meats,Surrey,Stores,46.24403275,4.508562488,60.86821313,Stores
2507,Elliot,William,M,Dairy Person,Dairy,Vancouver,Stores,27.20365391,4.500767083,1.461628364,Stores
2508,Hunt,Ashely,F,Meat Cutter,Meats,Victoria,Stores,32.40902712,3.849324552,0,Stores
2509,Cuellar,Willie,M,Baker,Bakery,Burnaby,Stores,43.9696198,7.196701895,47.17618961,Stores
2510,Brown,Deandrea,F,Meat Cutter,Meats,Prince George,Stores,38.06426309,3.90088165,83.28569009,Stores
